experiment	run	organism	tissue	description	assayId	assayName	platform	readLength	readsfile1Url	readsFile1	readsFile1S3Url	md5sum1	readsfile2Url	readsFile2	readsFile2S3Url	md5sum2
ENCSR825GWD	ENCFF796RVQ_ENCFF391HLX	human	sigmoid colon		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF796RVQ/@@download/ENCFF796RVQ.fastq.gz	ENCFF796RVQ.fastq.gz	s3://encode-public/2017/04/26/45be9393-b8ee-4b04-9fb6-e7fc54b9cd88/ENCFF796RVQ.fastq.gz	bbc241c46a857ef1b39e77249bd2e5ba	https://www.encodeproject.org/files/ENCFF391HLX/@@download/ENCFF391HLX.fastq.gz	ENCFF391HLX.fastq.gz	s3://encode-public/2017/05/02/f632212a-f4fa-42d1-a6a3-441f6a79250e/ENCFF391HLX.fastq.gz	e635dce92eab5668e110acf8871c8ff9
ENCSR825GWD	ENCFF107MUS_ENCFF862CSD	human	sigmoid colon		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF107MUS/@@download/ENCFF107MUS.fastq.gz	ENCFF107MUS.fastq.gz	s3://encode-public/2017/04/26/b7365466-b37f-423f-bfd2-e28539e822f7/ENCFF107MUS.fastq.gz	b1be758099f9c625b08dc8b086d97da7	https://www.encodeproject.org/files/ENCFF862CSD/@@download/ENCFF862CSD.fastq.gz	ENCFF862CSD.fastq.gz	s3://encode-public/2017/05/02/84c31218-93b1-49cc-b068-988ece05d824/ENCFF862CSD.fastq.gz	2a544c5df9fef9027b047a533aa4446d
ENCSR547TNE	ENCFF372PCP_ENCFF407ZOH	human	muscle of arm		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	36	https://www.encodeproject.org/files/ENCFF372PCP/@@download/ENCFF372PCP.fastq.gz	ENCFF372PCP.fastq.gz	s3://encode-public/2017/04/26/a369408f-5a11-4729-a1c4-6fe60347b097/ENCFF372PCP.fastq.gz	6749264a59d6836bf0ef1154eb6c22d3	https://www.encodeproject.org/files/ENCFF407ZOH/@@download/ENCFF407ZOH.fastq.gz	ENCFF407ZOH.fastq.gz	s3://encode-public/2017/05/02/57d843e1-a159-492e-a47d-f64eafda265d/ENCFF407ZOH.fastq.gz	88d7ca9e1da4b33f5c11c6bfd26734ab
ENCSR176FKY	ENCFF459HIR_ENCFF962ZON	human	trophoblast		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	75	https://www.encodeproject.org/files/ENCFF459HIR/@@download/ENCFF459HIR.fastq.gz	ENCFF459HIR.fastq.gz		39d5f3dd57eb9442cbe9eb540ee9e77e	https://www.encodeproject.org/files/ENCFF962ZON/@@download/ENCFF962ZON.fastq.gz	ENCFF962ZON.fastq.gz		ef2af7641a50d2cebe282b43942299fb
ENCSR148SUU	ENCFF978LUO_ENCFF169IZP	human	luminal epithelial cell of mammary gland		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	76	https://www.encodeproject.org/files/ENCFF978LUO/@@download/ENCFF978LUO.fastq.gz	ENCFF978LUO.fastq.gz		0dca6e349d62bb99c00686faa38a1e77	https://www.encodeproject.org/files/ENCFF169IZP/@@download/ENCFF169IZP.fastq.gz	ENCFF169IZP.fastq.gz		e95ba43675a117688ef4ff55182fcc54
ENCSR357XTU	ENCFF619DRO_ENCFF407PLB	human	natural killer cell		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	76	https://www.encodeproject.org/files/ENCFF619DRO/@@download/ENCFF619DRO.fastq.gz	ENCFF619DRO.fastq.gz	s3://encode-public/2017/04/26/40a0c9c9-030f-4716-90a2-9352a91175de/ENCFF619DRO.fastq.gz	95a22a0d5def0e88ec400a5e275cab04	https://www.encodeproject.org/files/ENCFF407PLB/@@download/ENCFF407PLB.fastq.gz	ENCFF407PLB.fastq.gz	s3://encode-public/2017/05/02/81d59bde-e107-42b4-8a5f-62ccac56fea1/ENCFF407PLB.fastq.gz	f35089da567b6567dbf6a86fc069da5e
ENCSR977XUX	ENCFF402BWO_ENCFF450JES	human	neuronal stem cell		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	101	https://www.encodeproject.org/files/ENCFF402BWO/@@download/ENCFF402BWO.fastq.gz	ENCFF402BWO.fastq.gz	s3://encode-public/2017/04/26/0dee6925-d6d7-410c-8700-706563c2f1c1/ENCFF402BWO.fastq.gz	901b495ab9fb30d1e47349684e4044ec	https://www.encodeproject.org/files/ENCFF450JES/@@download/ENCFF450JES.fastq.gz	ENCFF450JES.fastq.gz	s3://encode-public/2017/05/02/ce17bd8f-c671-495e-8e1c-3e9e4c120bc3/ENCFF450JES.fastq.gz	e2e38ffc4aa2af34b7f36abef6e6a448
ENCSR763NOO	ENCFF529MPR_ENCFF976YGF	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF529MPR/@@download/ENCFF529MPR.fastq.gz	ENCFF529MPR.fastq.gz	s3://encode-public/2017/11/11/c36b11b5-dc87-4099-894e-34b7a0c905c5/ENCFF529MPR.fastq.gz	900959b65e4141a7e41885597c1d9ffe	https://www.encodeproject.org/files/ENCFF976YGF/@@download/ENCFF976YGF.fastq.gz	ENCFF976YGF.fastq.gz	s3://encode-public/2017/11/12/7a81f27b-3ee2-4a9a-abcb-69ea4a6278b5/ENCFF976YGF.fastq.gz	257c02fcf09e0a576f575837f9847861
ENCSR763NOO	ENCFF816UXX_ENCFF577VHI	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF816UXX/@@download/ENCFF816UXX.fastq.gz	ENCFF816UXX.fastq.gz	s3://encode-public/2017/11/11/ba420ab9-5f3b-40f9-b3e7-63743e5fcf1e/ENCFF816UXX.fastq.gz	dd2429c20e333caf7e7467047c6d997b	https://www.encodeproject.org/files/ENCFF577VHI/@@download/ENCFF577VHI.fastq.gz	ENCFF577VHI.fastq.gz	s3://encode-public/2017/11/12/7c9614c1-3820-4535-990e-51ca60697604/ENCFF577VHI.fastq.gz	58fe0e487d839f6f213e5450fcce6685
ENCSR763NOO	ENCFF949VVE_ENCFF096NUX	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF949VVE/@@download/ENCFF949VVE.fastq.gz	ENCFF949VVE.fastq.gz	s3://encode-public/2017/11/11/b7068227-4253-4294-a3d6-7134ac2989fc/ENCFF949VVE.fastq.gz	4424b8f40124ec35b3112ba5162379ce	https://www.encodeproject.org/files/ENCFF096NUX/@@download/ENCFF096NUX.fastq.gz	ENCFF096NUX.fastq.gz	s3://encode-public/2017/11/12/247da0ae-a24b-400d-a714-ae2685ace7cd/ENCFF096NUX.fastq.gz	45f3407a0e6648975779725db968e103
ENCSR763NOO	ENCFF961CFO_ENCFF118ATX	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF961CFO/@@download/ENCFF961CFO.fastq.gz	ENCFF961CFO.fastq.gz	s3://encode-public/2017/11/11/ffced24a-4f41-4b43-bf34-493f70cf7e1b/ENCFF961CFO.fastq.gz	2ebb2a35c132d078911752ae177592ad	https://www.encodeproject.org/files/ENCFF118ATX/@@download/ENCFF118ATX.fastq.gz	ENCFF118ATX.fastq.gz	s3://encode-public/2017/11/12/7c631440-d99d-44a4-8432-def906bdb7c9/ENCFF118ATX.fastq.gz	718390159da2de984f26206c2735ba3a
ENCSR763NOO	ENCFF649JJW_ENCFF287PMT	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF649JJW/@@download/ENCFF649JJW.fastq.gz	ENCFF649JJW.fastq.gz	s3://encode-public/2017/11/11/7200465c-faa3-4f60-85e4-eef0058d7d25/ENCFF649JJW.fastq.gz	88140ffb219f37f537536a856f374089	https://www.encodeproject.org/files/ENCFF287PMT/@@download/ENCFF287PMT.fastq.gz	ENCFF287PMT.fastq.gz	s3://encode-public/2017/11/12/859e75cf-af7d-47f8-8550-ced7c7d775dd/ENCFF287PMT.fastq.gz	91b0d66f1def7b10fecd3e58566d3f3d
ENCSR763NOO	ENCFF319EMD_ENCFF180HLM	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF319EMD/@@download/ENCFF319EMD.fastq.gz	ENCFF319EMD.fastq.gz	s3://encode-public/2017/11/11/797d69e7-a8de-4f39-bb80-ba4ba33580d9/ENCFF319EMD.fastq.gz	319e6d416137361eba628ebeceb2cf3c	https://www.encodeproject.org/files/ENCFF180HLM/@@download/ENCFF180HLM.fastq.gz	ENCFF180HLM.fastq.gz	s3://encode-public/2017/11/12/6e7de58a-849f-4e23-a0f6-fd53a411c41a/ENCFF180HLM.fastq.gz	c517773731c2699a2e2a2cc28caa19cb
ENCSR763NOO	ENCFF966VSO_ENCFF106VHC	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF966VSO/@@download/ENCFF966VSO.fastq.gz	ENCFF966VSO.fastq.gz	s3://encode-public/2017/11/11/63c86566-5413-40a4-8b21-1514e63d5a77/ENCFF966VSO.fastq.gz	dae8bac66bc98f8e445efdc54e26a8a3	https://www.encodeproject.org/files/ENCFF106VHC/@@download/ENCFF106VHC.fastq.gz	ENCFF106VHC.fastq.gz	s3://encode-public/2017/11/12/fcc2bbeb-a6a8-4565-b3ee-51e05fc13ec1/ENCFF106VHC.fastq.gz	83f2ab4941617affa2d875c1dec93187
ENCSR763NOO	ENCFF630TOA_ENCFF469TWB	human	aorta		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF630TOA/@@download/ENCFF630TOA.fastq.gz	ENCFF630TOA.fastq.gz	s3://encode-public/2017/11/11/dfe9d9db-96a9-4698-b335-6f2f1281789d/ENCFF630TOA.fastq.gz	466ccfaa3e00e6ac96168b8bd8952514	https://www.encodeproject.org/files/ENCFF469TWB/@@download/ENCFF469TWB.fastq.gz	ENCFF469TWB.fastq.gz	s3://encode-public/2017/11/12/8c014e3f-a4e4-4f58-91bf-e259abbae9de/ENCFF469TWB.fastq.gz	3272bae06a6132f33791af4ded2cf94f
ENCSR922VBO	ENCFF626NXC_ENCFF147BMO	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF626NXC/@@download/ENCFF626NXC.fastq.gz	ENCFF626NXC.fastq.gz	s3://encode-public/2017/11/10/66c2a3d6-1e69-4acf-a2d4-ec8587b00acd/ENCFF626NXC.fastq.gz	121e801634cadafcd18b423a113442d2	https://www.encodeproject.org/files/ENCFF147BMO/@@download/ENCFF147BMO.fastq.gz	ENCFF147BMO.fastq.gz	s3://encode-public/2017/11/11/bebce627-0e2c-4f39-b8d1-7a10cc199e2d/ENCFF147BMO.fastq.gz	4647b5c6e65fbac8002ebe4317fcb10f
ENCSR922VBO	ENCFF333HCC_ENCFF110SCN	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF333HCC/@@download/ENCFF333HCC.fastq.gz	ENCFF333HCC.fastq.gz	s3://encode-public/2017/11/10/e4a3aa6f-ede1-4c7d-a4fa-fb46fd0de816/ENCFF333HCC.fastq.gz	da8498540b3d6c91f37e4297d0cf02bc	https://www.encodeproject.org/files/ENCFF110SCN/@@download/ENCFF110SCN.fastq.gz	ENCFF110SCN.fastq.gz	s3://encode-public/2017/11/11/0372368c-e75c-40cb-a537-cdc1474f340b/ENCFF110SCN.fastq.gz	0cb919bea8598b5d7ec9c02b7cdacfec
ENCSR922VBO	ENCFF532CWS_ENCFF953NCP	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF532CWS/@@download/ENCFF532CWS.fastq.gz	ENCFF532CWS.fastq.gz	s3://encode-public/2017/11/10/9aa299a4-2093-410b-a9d9-364a33a3e7d7/ENCFF532CWS.fastq.gz	8c60fb722f8fe280b428ae2069305835	https://www.encodeproject.org/files/ENCFF953NCP/@@download/ENCFF953NCP.fastq.gz	ENCFF953NCP.fastq.gz	s3://encode-public/2017/11/11/8b6855a2-a351-4c32-b51b-520e564b1348/ENCFF953NCP.fastq.gz	a76138bef7bba7229252063d187909bf
ENCSR922VBO	ENCFF508VKW_ENCFF838PYJ	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF508VKW/@@download/ENCFF508VKW.fastq.gz	ENCFF508VKW.fastq.gz	s3://encode-public/2017/11/10/3af86dcd-8643-4349-8b2e-bc7d7f0db224/ENCFF508VKW.fastq.gz	07a44289a5e42eb37aaaf1289c2a1a9e	https://www.encodeproject.org/files/ENCFF838PYJ/@@download/ENCFF838PYJ.fastq.gz	ENCFF838PYJ.fastq.gz	s3://encode-public/2017/11/11/d85f9f92-f796-4bc5-9acf-6738d88fa7be/ENCFF838PYJ.fastq.gz	732d899238624e8780dafa36dfa0af34
ENCSR922VBO	ENCFF438SII_ENCFF491XLX	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF438SII/@@download/ENCFF438SII.fastq.gz	ENCFF438SII.fastq.gz	s3://encode-public/2017/11/11/328020ba-f0af-4c66-af20-fb24cb582fcf/ENCFF438SII.fastq.gz	4ae64ae2e4ad919908846e0ef10b5caa	https://www.encodeproject.org/files/ENCFF491XLX/@@download/ENCFF491XLX.fastq.gz	ENCFF491XLX.fastq.gz	s3://encode-public/2017/11/12/318cb477-caa1-403d-90d2-f3273512f4f6/ENCFF491XLX.fastq.gz	193f46007f5cc28a3dd403b4ba5a684d
ENCSR922VBO	ENCFF403IDS_ENCFF831KRS	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF403IDS/@@download/ENCFF403IDS.fastq.gz	ENCFF403IDS.fastq.gz	s3://encode-public/2017/11/11/ab87c1fb-cae8-4aa5-bd4e-a3d3d1d82039/ENCFF403IDS.fastq.gz	5518d31882d8db3ec4f73013cddcc141	https://www.encodeproject.org/files/ENCFF831KRS/@@download/ENCFF831KRS.fastq.gz	ENCFF831KRS.fastq.gz	s3://encode-public/2017/11/12/6f7ed0dc-cafa-4484-b65f-ac506b72436e/ENCFF831KRS.fastq.gz	2da5786141d72036441931233730aec2
ENCSR922VBO	ENCFF175GVN_ENCFF296XEZ	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF175GVN/@@download/ENCFF175GVN.fastq.gz	ENCFF175GVN.fastq.gz	s3://encode-public/2017/11/11/24240067-30f5-479e-8f35-45555993338a/ENCFF175GVN.fastq.gz	02b419d9f0fab318df9f43f58ebba9e0	https://www.encodeproject.org/files/ENCFF296XEZ/@@download/ENCFF296XEZ.fastq.gz	ENCFF296XEZ.fastq.gz	s3://encode-public/2017/11/12/1bdb9409-20ce-4280-b1ec-c3a27f5aab33/ENCFF296XEZ.fastq.gz	90374a9b8b6b3aceb34dcafd20a285b2
ENCSR922VBO	ENCFF084FTQ_ENCFF635PEJ	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF084FTQ/@@download/ENCFF084FTQ.fastq.gz	ENCFF084FTQ.fastq.gz	s3://encode-public/2017/11/11/e88f1eaa-83c8-4e33-b5f3-61e70f8622e5/ENCFF084FTQ.fastq.gz	ffe7178568c29ee1fd9c9869ff2e4787	https://www.encodeproject.org/files/ENCFF635PEJ/@@download/ENCFF635PEJ.fastq.gz	ENCFF635PEJ.fastq.gz	s3://encode-public/2017/11/12/df1e1309-2264-45a2-92e0-ab850f6faa2f/ENCFF635PEJ.fastq.gz	3adb912bd3f296f69a1a9cde2e922d53
ENCSR922VBO	ENCFF227JSA_ENCFF300OGR	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF227JSA/@@download/ENCFF227JSA.fastq.gz	ENCFF227JSA.fastq.gz	s3://encode-public/2017/11/11/bae58c6d-ad8a-456e-b76a-262bdd764f52/ENCFF227JSA.fastq.gz	a3606646a7886398d776e96407b478d2	https://www.encodeproject.org/files/ENCFF300OGR/@@download/ENCFF300OGR.fastq.gz	ENCFF300OGR.fastq.gz	s3://encode-public/2017/11/12/f77a7395-f143-4764-8230-49b781ee32b9/ENCFF300OGR.fastq.gz	ed3a7e08e89414129f8c1a0fb404561d
ENCSR922VBO	ENCFF850LZA_ENCFF901OSR	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF850LZA/@@download/ENCFF850LZA.fastq.gz	ENCFF850LZA.fastq.gz	s3://encode-public/2017/11/11/0becfac0-9a12-4df6-b511-4906701ef357/ENCFF850LZA.fastq.gz	36812901dfc98884c7173ec631c57f53	https://www.encodeproject.org/files/ENCFF901OSR/@@download/ENCFF901OSR.fastq.gz	ENCFF901OSR.fastq.gz	s3://encode-public/2017/11/12/828ee5e7-f971-4916-85a0-12a8f44d92ad/ENCFF901OSR.fastq.gz	1cc98e5800b01baad6d69cefb72cf4a4
ENCSR922VBO	ENCFF947EHK_ENCFF742ZKX	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF947EHK/@@download/ENCFF947EHK.fastq.gz	ENCFF947EHK.fastq.gz	s3://encode-public/2017/11/11/5704ca09-b7dd-4a26-8abd-64edbcddf369/ENCFF947EHK.fastq.gz	7453019b26cac2319dda7157a0c27474	https://www.encodeproject.org/files/ENCFF742ZKX/@@download/ENCFF742ZKX.fastq.gz	ENCFF742ZKX.fastq.gz	s3://encode-public/2017/11/12/233eb7d2-470e-4ebc-b104-f3c531e7795a/ENCFF742ZKX.fastq.gz	53c24de19868f49f5a4bcfa99a17fd96
ENCSR922VBO	ENCFF252MMP_ENCFF969NGX	human	stomach		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF252MMP/@@download/ENCFF252MMP.fastq.gz	ENCFF252MMP.fastq.gz	s3://encode-public/2017/11/11/f0a538ad-1bb5-48e6-9821-daed5a82c96e/ENCFF252MMP.fastq.gz	2627460d7ad308aa3133ff3f18493558	https://www.encodeproject.org/files/ENCFF969NGX/@@download/ENCFF969NGX.fastq.gz	ENCFF969NGX.fastq.gz	s3://encode-public/2017/11/12/56114871-eaf0-4a79-bb58-29771b4ae031/ENCFF969NGX.fastq.gz	babef0ab471444d7339102ff2f35d8a0
ENCSR445DAC	ENCFF445SBC_ENCFF525TZI	human	chorionic villus		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	75	https://www.encodeproject.org/files/ENCFF445SBC/@@download/ENCFF445SBC.fastq.gz	ENCFF445SBC.fastq.gz		d9ec3267c0efb3c38f92aac2a6f2bb9a	https://www.encodeproject.org/files/ENCFF525TZI/@@download/ENCFF525TZI.fastq.gz	ENCFF525TZI.fastq.gz		81e8e9319085d756c612969d68cfa652
ENCSR663IOE	ENCFF417BCE_ENCFF596ZVU	human	spleen		OBI:0002571	polyA plus RNA-seq	Illumina HiSeq 2000	100	https://www.encodeproject.org/files/ENCFF417BCE/@@download/ENCFF417BCE.fastq.gz	ENCFF417BCE.fastq.gz	s3://encode-public/2017/11/10/2e82adb8-5cd5-431c-a51e-4cc7f6773c89/ENCFF417BCE.fastq.gz	ff2f44eb3f21da9dbb449f05a4a55f3e	https://www.encodeproject.org/files/ENCFF596ZVU/@@download/ENCFF596ZVU.fastq.gz	ENCFF596ZVU.fastq.gz	s3://encode-public/2017/11/11/76d69fcc-d5c8-4981-b28f-c40ab55a30ad/ENCFF596ZVU.fastq.gz	8c081eb45ab429f4e2c305fe1bc75446
